year,field,source,classification,fetched,sha256,notes
2019,record_losses,Wikipedia:2019_NBA_draft rev=1351447887,secondary,2026-05-10T17:24:00Z,712d8fc38ecc5bd8df949e153d0e0c452c653c36d23dade63bd4e8a3f569e6e7,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2019,combinations,Wikipedia:2019_NBA_draft rev=1351447887,secondary,2026-05-10T17:24:00Z,712d8fc38ecc5bd8df949e153d0e0c452c653c36d23dade63bd4e8a3f569e6e7,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2019,won_pick_position,Wikipedia:2019_NBA_draft rev=1351447887,secondary,2026-05-10T17:24:00Z,712d8fc38ecc5bd8df949e153d0e0c452c653c36d23dade63bd4e8a3f569e6e7,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2020,pre_lottery_rank,Wikipedia:2020_NBA_draft rev=1351701460,secondary,2026-05-10T17:27:21Z,a29e46c86592d879571187a5ad7a2af2645e2eee792456b9c50d38ca501065c1,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2020,record_wins,Wikipedia:2020_NBA_draft rev=1351701460,secondary,2026-05-10T17:27:21Z,a29e46c86592d879571187a5ad7a2af2645e2eee792456b9c50d38ca501065c1,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2020,record_losses,Wikipedia:2020_NBA_draft rev=1351701460,secondary,2026-05-10T17:27:21Z,a29e46c86592d879571187a5ad7a2af2645e2eee792456b9c50d38ca501065c1,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2020,combinations,Wikipedia:2020_NBA_draft rev=1351701460,secondary,2026-05-10T17:27:21Z,a29e46c86592d879571187a5ad7a2af2645e2eee792456b9c50d38ca501065c1,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2020,won_pick_position,Wikipedia:2020_NBA_draft rev=1351701460,secondary,2026-05-10T17:27:21Z,a29e46c86592d879571187a5ad7a2af2645e2eee792456b9c50d38ca501065c1,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2021,pre_lottery_rank,Wikipedia:2021_NBA_draft rev=1352869057,secondary,2026-05-10T17:28:41Z,8e4f8aefdc1d229a792ac37dc1feb83d5f0438b8afca229dfc973c89d2a02e3e,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2021,record_wins,Wikipedia:2021_NBA_draft rev=1352869057,secondary,2026-05-10T17:28:41Z,8e4f8aefdc1d229a792ac37dc1feb83d5f0438b8afca229dfc973c89d2a02e3e,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2021,record_losses,Wikipedia:2021_NBA_draft rev=1352869057,secondary,2026-05-10T17:28:41Z,8e4f8aefdc1d229a792ac37dc1feb83d5f0438b8afca229dfc973c89d2a02e3e,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2021,combinations,Wikipedia:2021_NBA_draft rev=1352869057,secondary,2026-05-10T17:28:41Z,8e4f8aefdc1d229a792ac37dc1feb83d5f0438b8afca229dfc973c89d2a02e3e,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2021,won_pick_position,Wikipedia:2021_NBA_draft rev=1352869057,secondary,2026-05-10T17:28:41Z,8e4f8aefdc1d229a792ac37dc1feb83d5f0438b8afca229dfc973c89d2a02e3e,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2022,pre_lottery_rank,Wikipedia:2022_NBA_draft rev=1347432540,secondary,2026-05-10T17:28:43Z,5f054dad905a883821d5adf1fb207f1d30c831ae72792c340f28f47dfd15b67f,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2022,record_wins,Wikipedia:2022_NBA_draft rev=1347432540,secondary,2026-05-10T17:28:43Z,5f054dad905a883821d5adf1fb207f1d30c831ae72792c340f28f47dfd15b67f,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2022,record_losses,Wikipedia:2022_NBA_draft rev=1347432540,secondary,2026-05-10T17:28:43Z,5f054dad905a883821d5adf1fb207f1d30c831ae72792c340f28f47dfd15b67f,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2022,combinations,Wikipedia:2022_NBA_draft rev=1347432540,secondary,2026-05-10T17:28:43Z,5f054dad905a883821d5adf1fb207f1d30c831ae72792c340f28f47dfd15b67f,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2022,won_pick_position,Wikipedia:2022_NBA_draft rev=1347432540,secondary,2026-05-10T17:28:43Z,5f054dad905a883821d5adf1fb207f1d30c831ae72792c340f28f47dfd15b67f,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2023,pre_lottery_rank,Wikipedia:2023_NBA_draft rev=1348822485,secondary,2026-05-10T17:24:59Z,ea118f5b0447ec068444b98fb226dc9e8c4cbedfaa1f32037af1e745c9a59c27,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2023,record_wins,Wikipedia:2023_NBA_draft rev=1348822485,secondary,2026-05-10T17:24:59Z,ea118f5b0447ec068444b98fb226dc9e8c4cbedfaa1f32037af1e745c9a59c27,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2023,record_losses,Wikipedia:2023_NBA_draft rev=1348822485,secondary,2026-05-10T17:24:59Z,ea118f5b0447ec068444b98fb226dc9e8c4cbedfaa1f32037af1e745c9a59c27,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2023,combinations,Wikipedia:2023_NBA_draft rev=1348822485,secondary,2026-05-10T17:24:59Z,ea118f5b0447ec068444b98fb226dc9e8c4cbedfaa1f32037af1e745c9a59c27,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2023,won_pick_position,Wikipedia:2023_NBA_draft rev=1348822485,secondary,2026-05-10T17:24:59Z,ea118f5b0447ec068444b98fb226dc9e8c4cbedfaa1f32037af1e745c9a59c27,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2024,pre_lottery_rank,Wikipedia:2024_NBA_draft rev=1353207727,secondary,2026-05-10T17:25:54Z,6deb0b234102f1caedfaec49e058f4eb0903d90f22ec39856afbf1bb40155198,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2024,record_wins,Wikipedia:2024_NBA_draft rev=1353207727,secondary,2026-05-10T17:25:54Z,6deb0b234102f1caedfaec49e058f4eb0903d90f22ec39856afbf1bb40155198,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2024,record_losses,Wikipedia:2024_NBA_draft rev=1353207727,secondary,2026-05-10T17:25:54Z,6deb0b234102f1caedfaec49e058f4eb0903d90f22ec39856afbf1bb40155198,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2024,combinations,Wikipedia:2024_NBA_draft rev=1353207727,secondary,2026-05-10T17:25:54Z,6deb0b234102f1caedfaec49e058f4eb0903d90f22ec39856afbf1bb40155198,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2024,won_pick_position,Wikipedia:2024_NBA_draft rev=1353207727,secondary,2026-05-10T17:25:54Z,6deb0b234102f1caedfaec49e058f4eb0903d90f22ec39856afbf1bb40155198,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2025,pre_lottery_rank,Wikipedia:2025_NBA_draft rev=1351467641,secondary,2026-05-10T17:28:45Z,d91cb2de7354f57dcb29e413beeb2844468ac5701c98a406d1d52e0df9629e1d,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2025,record_wins,Wikipedia:2025_NBA_draft rev=1351467641,secondary,2026-05-10T17:28:45Z,d91cb2de7354f57dcb29e413beeb2844468ac5701c98a406d1d52e0df9629e1d,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2025,record_losses,Wikipedia:2025_NBA_draft rev=1351467641,secondary,2026-05-10T17:28:45Z,d91cb2de7354f57dcb29e413beeb2844468ac5701c98a406d1d52e0df9629e1d,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2025,combinations,Wikipedia:2025_NBA_draft rev=1351467641,secondary,2026-05-10T17:28:45Z,d91cb2de7354f57dcb29e413beeb2844468ac5701c98a406d1d52e0df9629e1d,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
2025,won_pick_position,Wikipedia:2025_NBA_draft rev=1351467641,secondary,2026-05-10T17:28:45Z,d91cb2de7354f57dcb29e413beeb2844468ac5701c98a406d1d52e0df9629e1d,"Wikipedia {year}_NBA_draft 'Draft lottery' section. Wikipedia is a secondary compilation that cites primary sources (NBA.com press releases, ESPN reports) via inline refs; those citations are preserved in data/raw/wiki/*.wikitext."
